i	Addr	Addr	Data	Data
1386	000015a8	5544	53708093	1399881875
1387	000015ac	5548	faa00113	4204790035
1388	000015b0	5552	fe208ea3	4263546531
1389	000015b4	5556	ffd08f03	4291858179
1390	000015b8	5560	faa00e93	4204793491
1391	000015bc	5564	17700193	393216403
1392	000015c0	5568	01df0463	31392867
1393	000015c4	5572	4b40106f	1262489711
1394	000015c8	5576	00002097	8343
1395	000015cc	5580	51308093	1362133139
1396	000015d0	5584	00000113	 275
1397	000015d4	5588	fe208f23	4263546659
1398	000015d8	5592	ffe08f03	4292906755
1399	000015dc	5596	00000e93	3731
1400	000015e0	5600	17800193	394264979
1401	000015e4	5604	01df0463	31392867
1402	000015e8	5608	4900106f	1224740975
1403	000015ec	5612	00002097	8343
1404	000015f0	5616	4ef08093	1324384403
1405	000015f4	5620	fa000113	4194304275
1406	000015f8	5624	fe208fa3	4263546787
1407	000015fc	5628	fff08f03	4293955331
1408	00001600	5632	fa000e93	4194307731
1409	00001604	5636	17900193	395313555
1410	00001608	5640	01df0463	31392867
1411	0000160c	5644	46c0106f	1186992239
1412	00001610	5648	00002097	8343
1413	00001614	5652	4cb08093	1286635667
1414	00001618	5656	00a00113	10486035
1415	0000161c	5660	00208023	2129955
1416	00001620	5664	00008f03	36611
1417	00001624	5668	00a00e93	10489491
1418	00001628	5672	17a00193	396362131
1419	0000162c	5676	01df0463	31392867
1420	00001630	5680	4480106f	1149243503
1421	00001634	5684	00002097	8343
1422	00001638	5688	4a808093	1249935507
1423	0000163c	5692	12345137	305418551
1424	00001640	5696	67810113	1736507667
1425	00001644	5700	fe008213	4261446163
1426	00001648	5704	02220023	35782691
1427	0000164c	5708	00008283	33411
1428	00001650	5712	07800e93	125832851
1429	00001654	5716	17b00193	397410707
1430	00001658	5720	01d28463	30573667
1431	0000165c	5724	41c0106f	1103106159
1432	00001660	5728	00002097	8343
1433	00001664	5732	47c08093	1203798163
1434	00001668	5736	00003137	12599
1435	0000166c	5740	09810113	159449363
1436	00001670	5744	ffa08093	4288708755
1437	00001674	5748	002083a3	2130851
1438	00001678	5752	00002217	8727
1439	0000167c	5756	46520213	1179779603
1440	00001680	5760	00020283	131715
1441	00001684	5764	f9800e93	4185919123
1442	00001688	5768	17c00193	398459283
1443	0000168c	5772	01d28463	30573667
1444	00001690	5776	3e80106f	1048580207
1445	00001694	5780	17d00193	399507859
1446	00001698	5784	00000213	 531
1447	0000169c	5788	fdd00093	4258267283
1448	000016a0	5792	00002117	8471
1449	000016a4	5796	43410113	1128333587
1450	000016a8	5800	00110023	1114147
1451	000016ac	5804	00010f03	69379
1452	000016b0	5808	fdd00e93	4258270867
1453	000016b4	5812	01df0463	31392867
1454	000016b8	5816	3c00106f	1006637167
1455	000016bc	5820	00120213	1180179
1456	000016c0	5824	00200293	2097811
1457	000016c4	5828	fc521ce3	4233239779
1458	000016c8	5832	17e00193	400556435
1459	000016cc	5836	00000213	 531
1460	000016d0	5840	fcd00093	4241490067
1461	000016d4	5844	00002117	8471
1462	000016d8	5848	40010113	1073807635
1463	000016dc	5852	00000013	  19
1464	000016e0	5856	001100a3	1114275
1465	000016e4	5860	00110f03	1117955
1466	000016e8	5864	fcd00e93	4241493651
1467	000016ec	5868	01df0463	31392867
1468	000016f0	5872	3880106f	947916911
1469	000016f4	5876	00120213	1180179
1470	000016f8	5880	00200293	2097811
1471	000016fc	5884	fc521ae3	4233239267
1472	00001700	5888	17f00193	401605011
1473	00001704	5892	00000213	 531
1474	00001708	5896	fcc00093	4240441491
1475	0000170c	5900	00002117	8471
1476	00001710	5904	3c810113	1015087379
1477	00001714	5908	00000013	  19
1478	00001718	5912	00000013	  19
1479	0000171c	5916	00110123	1114403
1480	00001720	5920	00210f03	2166531
1481	00001724	5924	fcc00e93	4240445075
1482	00001728	5928	01df0463	31392867
1483	0000172c	5932	34c0106f	885002351
1484	00001730	5936	00120213	1180179
1485	00001734	5940	00200293	2097811
1486	00001738	5944	fc5218e3	4233238755
1487	0000173c	5948	18000193	402653587
1488	00001740	5952	00000213	 531
1489	00001744	5956	fbc00093	4223664275
1490	00001748	5960	00000013	  19
1491	0000174c	5964	00002117	8471
1492	00001750	5968	38810113	947978515
1493	00001754	5972	001101a3	1114531
1494	00001758	5976	00310f03	3215107
1495	0000175c	5980	fbc00e93	4223667859
1496	00001760	5984	01df0463	31392867
1497	00001764	5988	3140106f	826282095
1498	00001768	5992	00120213	1180179
1499	0000176c	5996	00200293	2097811
1500	00001770	6000	fc521ae3	4233239267
1501	00001774	6004	18100193	403702163
1502	00001778	6008	00000213	 531
1503	0000177c	6012	fbb00093	4222615699
1504	00001780	6016	00000013	  19
1505	00001784	6020	00002117	8471
1506	00001788	6024	35010113	889258259
1507	0000178c	6028	00000013	  19
1508	00001790	6032	00110223	1114659
1509	00001794	6036	00410f03	4263683
1510	00001798	6040	fbb00e93	4222619283
1511	0000179c	6044	01df0463	31392867
1512	000017a0	6048	2d80106f	763367535
1513	000017a4	6052	00120213	1180179
1514	000017a8	6056	00200293	2097811
1515	000017ac	6060	fc5218e3	4233238755
1516	000017b0	6064	18200193	404750739
1517	000017b4	6068	00000213	 531
1518	000017b8	6072	fab00093	4205838483
1519	000017bc	6076	00000013	  19
1520	000017c0	6080	00000013	  19
1521	000017c4	6084	00002117	8471
1522	000017c8	6088	31010113	822149395
1523	000017cc	6092	001102a3	1114787
1524	000017d0	6096	00510f03	5312259
1525	000017d4	6100	fab00e93	4205842067
1526	000017d8	6104	01df0463	31392867
1527	000017dc	6108	29c0106f	700452975
1528	000017e0	6112	00120213	1180179
1529	000017e4	6116	00200293	2097811
1530	000017e8	6120	fc5218e3	4233238755
1531	000017ec	6124	18300193	405799315
1532	000017f0	6128	00000213	 531
1533	000017f4	6132	00002117	8471
1534	000017f8	6136	2e010113	771817747
1535	000017fc	6140	03300093	53477523
1536	00001800	6144	00110023	1114147
1537	00001804	6148	00010f03	69379
1538	00001808	6152	03300e93	53481107
1539	0000180c	6156	01df0463	31392867
1540	00001810	6160	2680106f	645927023
1541	00001814	6164	00120213	1180179
1542	00001818	6168	00200293	2097811
1543	0000181c	6172	fc521ce3	4233239779
1544	00001820	6176	18400193	406847891
1545	00001824	6180	00000213	 531
1546	00001828	6184	00002117	8471
1547	0000182c	6188	2ac10113	717291795
1548	00001830	6192	02300093	36700307
1549	00001834	6196	00000013	  19
1550	00001838	6200	001100a3	1114275
1551	0000183c	6204	00110f03	1117955
1552	00001840	6208	02300e93	36703891
1553	00001844	6212	01df0463	31392867
1554	00001848	6216	2300106f	587206767
1555	0000184c	6220	00120213	1180179
1556	00001850	6224	00200293	2097811
1557	00001854	6228	fc521ae3	4233239267
1558	00001858	6232	18500193	407896467
1559	0000185c	6236	00000213	 531
1560	00001860	6240	00002117	8471
1561	00001864	6244	27410113	658571539
1562	00001868	6248	02200093	35651731
1563	0000186c	6252	00000013	  19
1564	00001870	6256	00000013	  19
1565	00001874	6260	00110123	1114403
1566	00001878	6264	00210f03	2166531
1567	0000187c	6268	02200e93	35655315
1568	00001880	6272	01df0463	31392867
1569	00001884	6276	1f40106f	524292207
1570	00001888	6280	00120213	1180179
1571	0000188c	6284	00200293	2097811
1572	00001890	6288	fc5218e3	4233238755
1573	00001894	6292	18600193	408945043
1574	00001898	6296	00000213	 531
1575	0000189c	6300	00002117	8471
1576	000018a0	6304	23810113	595656979
1577	000018a4	6308	00000013	  19
1578	000018a8	6312	01200093	18874515
1579	000018ac	6316	001101a3	1114531
1580	000018b0	6320	00310f03	3215107
1581	000018b4	6324	01200e93	18878099
1582	000018b8	6328	01df0463	31392867
1583	000018bc	6332	1bc0106f	465571951
1584	000018c0	6336	00120213	1180179
1585	000018c4	6340	00200293	2097811
1586	000018c8	6344	fc521ae3	4233239267
1587	000018cc	6348	18700193	409993619
1588	000018d0	6352	00000213	 531
1589	000018d4	6356	00002117	8471
1590	000018d8	6360	20010113	536936723
1591	000018dc	6364	00000013	  19
1592	000018e0	6368	01100093	17825939
1593	000018e4	6372	00000013	  19
1594	000018e8	6376	00110223	1114659
1595	000018ec	6380	00410f03	4263683
1596	000018f0	6384	01100e93	17829523
1597	000018f4	6388	01df0463	31392867
1598	000018f8	6392	1800106f	402657391
1599	000018fc	6396	00120213	1180179
1600	00001900	6400	00200293	2097811
1601	00001904	6404	fc5218e3	4233238755
1602	00001908	6408	18800193	411042195
1603	0000190c	6412	00000213	 531
1604	00001910	6416	00002117	8471
1605	00001914	6420	1c410113	474022163
1606	00001918	6424	00000013	  19
1607	0000191c	6428	00000013	  19
1608	00001920	6432	00100093	1048723
1609	00001924	6436	001102a3	1114787
1610	00001928	6440	00510f03	5312259
1611	0000192c	6444	00100e93	1052307
1612	00001930	6448	01df0463	31392867
1613	00001934	6452	1440106f	339742831
1614	00001938	6456	00120213	1180179
1615	0000193c	6460	00200293	2097811
1616	00001940	6464	fc5218e3	4233238755
1617	00001944	6468	0ef00513	250610963
1618	00001948	6472	00002597	9623
1619	0000194c	6476	18c58593	415597971
1620	00001950	6480	00a581a3	10846627
1621	00001954	6484	00002097	8343
1622	00001958	6488	19408093	423657619
1623	0000195c	6492	0aa00113	178258195
1624	00001960	6496	00209023	2134051
1625	00001964	6500	00009f03	40707
1626	00001968	6504	0aa00e93	178261651
1627	0000196c	6508	18900193	412090771
1628	00001970	6512	01df0463	31392867
1629	00001974	6516	1040106f	272633967
1630	00001978	6520	00002097	8343
1631	0000197c	6524	17008093	385908883
1632	00001980	6528	ffffb137	4294947127
1633	00001984	6532	a0010113	2684420371
1634	00001988	6536	00209123	2134307
1635	0000198c	6540	00209f03	2137859
1636	00001990	6544	ffffbeb7	4294950583
1637	00001994	6548	a00e8e93	2685308563
1638	00001998	6552	18a00193	413139347
1639	0000199c	6556	01df0463	31392867
1640	000019a0	6560	0d80106f	226496623
1641	000019a4	6564	00002097	8343
1642	000019a8	6568	14408093	339771539
1643	000019ac	6572	beef1137	3203338551
1644	000019b0	6576	aa010113	2852192531
1645	000019b4	6580	00209223	2134563
1646	000019b8	6584	0040af03	4239107
1647	000019bc	6588	beef1eb7	3203342007
1648	000019c0	6592	aa0e8e93	2853080723
1649	000019c4	6596	18b00193	414187923
1650	000019c8	6600	01df0463	31392867
1651	000019cc	6604	0ac0106f	180359279
1652	000019d0	6608	00002097	8343
1653	000019d4	6612	11808093	293634195
1654	000019d8	6616	ffffa137	4294943031
1655	000019dc	6620	00a10113	10551571
1656	000019e0	6624	00209323	2134819
1657	000019e4	6628	00609f03	6332163
1658	000019e8	6632	ffffaeb7	4294946487
1659	000019ec	6636	00ae8e93	11439763
1660	000019f0	6640	18c00193	415236499
1661	000019f4	6644	01df0463	31392867
1662	000019f8	6648	0800106f	134221935
1663	000019fc	6652	00002097	8343
1664	00001a00	6656	0fa08093	262176915
1665	00001a04	6660	0aa00113	178258195
1666	00001a08	6664	fe209d23	4263550243
1667	00001a0c	6668	ffa09f03	4288716547
1668	00001a10	6672	0aa00e93	178261651
1669	00001a14	6676	18d00193	416285075
1670	00001a18	6680	01df0463	31392867
1671	00001a1c	6684	05c0106f	96473199
1672	00001a20	6688	00002097	8343
1673	00001a24	6692	0d608093	224428179
1674	00001a28	6696	ffffb137	4294947127
1675	00001a2c	6700	a0010113	2684420371
1676	00001a30	6704	fe209e23	4263550499
1677	00001a34	6708	ffc09f03	4290813699
1678	00001a38	6712	ffffbeb7	4294950583
1679	00001a3c	6716	a00e8e93	2685308563
1680	00001a40	6720	18e00193	417333651
1681	00001a44	6724	01df0463	31392867
1682	00001a48	6728	0300106f	50335855
1683	00001a4c	6732	00002097	8343
1684	00001a50	6736	0aa08093	178290835
1685	00001a54	6740	00001137	4407
1686	00001a58	6744	aa010113	2852192531
1687	00001a5c	6748	fe209f23	4263550755
1688	00001a60	6752	ffe09f03	4292910851
1689	00001a64	6756	00001eb7	7863
1690	00001a68	6760	aa0e8e93	2853080723
1691	00001a6c	6764	18f00193	418382227
1692	00001a70	6768	01df0463	31392867
1693	00001a74	6772	0040106f	4198511
1694	00001a78	6776	00002097	8343
1695	00001a7c	6780	07e08093	132153491
1696	00001a80	6784	ffffa137	4294943031
1697	00001a84	6788	00a10113	10551571
1698	00001a88	6792	00209023	2134051
1699	00001a8c	6796	00009f03	40707
1700	00001a90	6800	ffffaeb7	4294946487
1701	00001a94	6804	00ae8e93	11439763
1702	00001a98	6808	19000193	419430803
1703	00001a9c	6812	7ddf1ee3	2111774435
1704	00001aa0	6816	00002097	8343
1705	00001aa4	6820	05808093	92307603
1706	00001aa8	6824	12345137	305418551
1707	00001aac	6828	67810113	1736507667
1708	00001ab0	6832	fe008213	4261446163
1709	00001ab4	6836	02221023	35786787
1710	00001ab8	6840	00009283	37507
1711	00001abc	6844	00005eb7	24247
1712	00001ac0	6848	678e8e93	1737395859
1713	00001ac4	6852	19100193	420479379
1714	00001ac8	6856	7bd298e3	2077399267
1715	00001acc	6860	00002097	8343
1716	00001ad0	6864	02c08093	46170259
1717	00001ad4	6868	00003137	12599
1718	00001ad8	6872	09810113	159449363
1719	00001adc	6876	ffb08093	4289757331
1720	00001ae0	6880	002093a3	2134947
1721	00001ae4	6884	00002217	8727
1722	00001ae8	6888	01620213	23200275
1723	00001aec	6892	00021283	135811
1724	00001af0	6896	00003eb7	16055
1725	00001af4	6900	098e8e93	160337555
1726	00001af8	6904	19200193	421527955
1727	00001afc	6908	77d29ee3	2010291939
1728	00001b00	6912	19300193	422576531
1729	00001b04	6916	00000213	 531
1730	00001b08	6920	ffffd0b7	4294955191
1731	00001b0c	6924	cdd08093	3452993683
1732	00001b10	6928	00002117	8471
1733	00001b14	6932	fd810113	4253090067
1734	00001b18	6936	00111023	1118243
1735	00001b1c	6940	00011f03	73475
1736	00001b20	6944	ffffdeb7	4294958775
1737	00001b24	6948	cdde8e93	3453914771
1738	00001b28	6952	75df18e3	1977555171
1739	00001b2c	6956	00120213	1180179
1740	00001b30	6960	00200293	2097811
1741	00001b34	6964	fc521ae3	4233239267
1742	00001b38	6968	19400193	423625107
1743	00001b3c	6972	00000213	 531
1744	00001b40	6976	ffffc0b7	4294951095
1745	00001b44	6980	ccd08093	3436216467
1746	00001b48	6984	00002117	8471
1747	00001b4c	6988	fa010113	4194369811
1748	00001b50	6992	00000013	  19
1749	00001b54	6996	00111123	1118499
1750	00001b58	7000	00211f03	2170627
1751	00001b5c	7004	ffffceb7	4294954679
1752	00001b60	7008	ccde8e93	3437137555
1753	00001b64	7012	71df1ae3	1910446819
1754	00001b68	7016	00120213	1180179
1755	00001b6c	7020	00200293	2097811
1756	00001b70	7024	fc5218e3	4233238755
1757	00001b74	7028	19500193	424673683
1758	00001b78	7032	00000213	 531
1759	00001b7c	7036	ffffc0b7	4294951095
1760	00001b80	7040	bcc08093	3166732435
1761	00001b84	7044	00002117	8471
1762	00001b88	7048	f6410113	4131455251
1763	00001b8c	7052	00000013	  19
1764	00001b90	7056	00000013	  19
1765	00001b94	7060	00111223	1118755
1766	00001b98	7064	00411f03	4267779
1767	00001b9c	7068	ffffceb7	4294954679
1768	00001ba0	7072	bcce8e93	3167653523
1769	00001ba4	7076	6ddf1ae3	1843337955
1770	00001ba8	7080	00120213	1180179
1771	00001bac	7084	00200293	2097811
1772	00001bb0	7088	fc5216e3	4233238243
1773	00001bb4	7092	19600193	425722259
1774	00001bb8	7096	00000213	 531
1775	00001bbc	7100	ffffb0b7	4294946999
1776	00001bc0	7104	bbc08093	3149955219
1777	00001bc4	7108	00000013	  19
1778	00001bc8	7112	00002117	8471
1779	00001bcc	7116	f2010113	4060152083
1780	00001bd0	7120	00111323	1119011
1781	00001bd4	7124	00611f03	6364931
1782	00001bd8	7128	ffffbeb7	4294950583
1783	00001bdc	7132	bbce8e93	3150876307
1784	00001be0	7136	69df1ce3	1776229603
1785	00001be4	7140	00120213	1180179
1786	00001be8	7144	00200293	2097811
1787	00001bec	7148	fc5218e3	4233238755
1788	00001bf0	7152	19700193	426770835
1789	00001bf4	7156	00000213	 531
1790	00001bf8	7160	ffffb0b7	4294946999
1791	00001bfc	7164	abb08093	2880471187
1792	00001c00	7168	00000013	  19
1793	00001c04	7172	00002117	8471
1794	00001c08	7176	ee410113	3997237523
1795	00001c0c	7180	00000013	  19
1796	00001c10	7184	00111423	1119267
1797	00001c14	7188	00811f03	8462083
1798	00001c18	7192	ffffbeb7	4294950583
1799	00001c1c	7196	abbe8e93	2881392275
1800	00001c20	7200	65df1ce3	1709120739
1801	00001c24	7204	00120213	1180179
1802	00001c28	7208	00200293	2097811
1803	00001c2c	7212	fc5216e3	4233238243
1804	00001c30	7216	19800193	427819411
1805	00001c34	7220	00000213	 531
1806	00001c38	7224	ffffe0b7	4294959287
1807	00001c3c	7228	aab08093	2863693971
1808	00001c40	7232	00000013	  19
1809	00001c44	7236	00000013	  19
1810	00001c48	7240	00002117	8471
1811	00001c4c	7244	ea010113	3925934355
1812	00001c50	7248	00111523	1119523
1813	00001c54	7252	00a11f03	10559235
1814	00001c58	7256	ffffeeb7	4294962871
1815	00001c5c	7260	aabe8e93	2864615059
1816	00001c60	7264	61df1ce3	1642011875
1817	00001c64	7268	00120213	1180179
1818	00001c68	7272	00200293	2097811
1819	00001c6c	7276	fc5216e3	4233238243
1820	00001c70	7280	19900193	428867987
1821	00001c74	7284	00000213	 531
1822	00001c78	7288	00002117	8471
1823	00001c7c	7292	e7010113	3875602707
1824	00001c80	7296	000020b7	8375
1825	00001c84	7300	23308093	590381203
1826	00001c88	7304	00111023	1118243
1827	00001c8c	7308	00011f03	73475
1828	00001c90	7312	00002eb7	11959
1829	00001c94	7316	233e8e93	591302291
1830	00001c98	7320	5fdf10e3	1608454371
1831	00001c9c	7324	00120213	1180179
1832	00001ca0	7328	00200293	2097811
1833	00001ca4	7332	fc521ae3	4233239267
1834	00001ca8	7336	19a00193	429916563
1835	00001cac	7340	00000213	 531
1836	00001cb0	7344	00002117	8471
1837	00001cb4	7348	e3810113	3816882451
1838	00001cb8	7352	000010b7	4279
1839	00001cbc	7356	22308093	573603987
1840	00001cc0	7360	00000013	  19
1841	00001cc4	7364	00111123	1118499
1842	00001cc8	7368	00211f03	2170627
1843	00001ccc	7372	00001eb7	7863
1844	00001cd0	7376	223e8e93	574525075
1845	00001cd4	7380	5bdf12e3	1541346019
1846	00001cd8	7384	00120213	1180179
1847	00001cdc	7388	00200293	2097811
1848	00001ce0	7392	fc5218e3	4233238755
1849	00001ce4	7396	19b00193	430965139
1850	00001ce8	7400	00000213	 531
1851	00001cec	7404	00002117	8471
1852	00001cf0	7408	dfc10113	3753967891
1853	00001cf4	7412	000010b7	4279
1854	00001cf8	7416	12208093	304119955
1855	00001cfc	7420	00000013	  19
1856	00001d00	7424	00000013	  19
1857	00001d04	7428	00111223	1118755
1858	00001d08	7432	00411f03	4267779
1859	00001d0c	7436	00001eb7	7863
1860	00001d10	7440	122e8e93	305041043
1861	00001d14	7444	57df12e3	1474237155
1862	00001d18	7448	00120213	1180179
1863	00001d1c	7452	00200293	2097811
1864	00001d20	7456	fc5216e3	4233238243
1865	00001d24	7460	19c00193	432013715
1866	00001d28	7464	00000213	 531
1867	00001d2c	7468	00002117	8471
1868	00001d30	7472	dbc10113	3686859027
1869	00001d34	7476	00000013	  19
1870	00001d38	7480	11200093	287309971
1871	00001d3c	7484	00111323	1119011
1872	00001d40	7488	00611f03	6364931
1873	00001d44	7492	11200e93	287313555
1874	00001d48	7496	53df18e3	1407129827
1875	00001d4c	7500	00120213	1180179
1876	00001d50	7504	00200293	2097811
1877	00001d54	7508	fc521ce3	4233239779
1878	00001d58	7512	19d00193	433062291
1879	00001d5c	7516	00000213	 531
1880	00001d60	7520	00002117	8471
1881	00001d64	7524	d8810113	3632333075
1882	00001d68	7528	00000013	  19
1883	00001d6c	7532	01100093	17825939
1884	00001d70	7536	00000013	  19
1885	00001d74	7540	00111423	1119267
1886	00001d78	7544	00811f03	8462083
1887	00001d7c	7548	01100e93	17829523
1888	00001d80	7552	4fdf1ce3	1340021987
1889	00001d84	7556	00120213	1180179
1890	00001d88	7560	00200293	2097811
1891	00001d8c	7564	fc521ae3	4233239267
1892	00001d90	7568	19e00193	434110867
1893	00001d94	7572	00000213	 531
1894	00001d98	7576	00002117	8471
1895	00001d9c	7580	d5010113	3573612819
1896	00001da0	7584	00000013	  19
1897	00001da4	7588	00000013	  19
1898	00001da8	7592	000030b7	12471
1899	00001dac	7596	00108093	1081491
1900	00001db0	7600	00111523	1119523
1901	00001db4	7604	00a11f03	10559235
1902	00001db8	7608	00003eb7	16055
1903	00001dbc	7612	001e8e93	2002579
1904	00001dc0	7616	4bdf1ce3	1272913123
1905	00001dc4	7620	00120213	1180179
1906	00001dc8	7624	00200293	2097811
1907	00001dcc	7628	fc5216e3	4233238243
1908	00001dd0	7632	0000c537	50487
1909	00001dd4	7636	eef50513	4009035027
1910	00001dd8	7640	00002597	9623
1911	00001ddc	7644	d1058593	3506800019
1912	00001de0	7648	00a59323	10851107
1913	00001de4	7652	00100093	1048723
1914	00001de8	7656	00000113	 275
1915	00001dec	7660	00209f33	2137907
1916	00001df0	7664	00100e93	1052307
1917	00001df4	7668	19f00193	435159443
1918	00001df8	7672	49df10e3	1239355619
1919	00001dfc	7676	00100093	1048723
1920	00001e00	7680	00100113	1048851
1921	00001e04	7684	00209f33	2137907
1922	00001e08	7688	00200e93	2100883
1923	00001e0c	7692	1a000193	436208019
1924	00001e10	7696	47df14e3	1205802211
1925	00001e14	7700	00100093	1048723
1926	00001e18	7704	00700113	7340307
1927	00001e1c	7708	00209f33	2137907
1928	00001e20	7712	08000e93	134221459
1929	00001e24	7716	1a100193	437256595
1930	00001e28	7720	45df18e3	1172248803
1931	00001e2c	7724	00100093	1048723
1932	00001e30	7728	00e00113	14680339
1933	00001e34	7732	00209f33	2137907
1934	00001e38	7736	00004eb7	20151
1935	00001e3c	7740	1a200193	438305171
1936	00001e40	7744	43df1ce3	1138695395
1937	00001e44	7748	00100093	1048723
1938	00001e48	7752	01f00113	32506131
1939	00001e4c	7756	00209f33	2137907
1940	00001e50	7760	80000eb7	2147487415
1941	00001e54	7764	1a300193	439353747
1942	00001e58	7768	43df10e3	1138692323
1943	00001e5c	7772	fff00093	4293918867
1944	00001e60	7776	00000113	 275
1945	00001e64	7780	00209f33	2137907
1946	00001e68	7784	fff00e93	4293922451
1947	00001e6c	7788	1a400193	440402323
1948	00001e70	7792	41df14e3	1105138915
1949	00001e74	7796	fff00093	4293918867
1950	00001e78	7800	00100113	1048851
1951	00001e7c	7804	00209f33	2137907
1952	00001e80	7808	ffe00e93	4292873875
1953	00001e84	7812	1a500193	441450899
1954	00001e88	7816	3fdf18e3	1071585507
1955	00001e8c	7820	fff00093	4293918867
1956	00001e90	7824	00700113	7340307
1957	00001e94	7828	00209f33	2137907
1958	00001e98	7832	f8000e93	4160753299
1959	00001e9c	7836	1a600193	442499475
1960	00001ea0	7840	3ddf1ce3	1038032099
1961	00001ea4	7844	fff00093	4293918867
1962	00001ea8	7848	00e00113	14680339
1963	00001eac	7852	00209f33	2137907
1964	00001eb0	7856	ffffceb7	4294954679
1965	00001eb4	7860	1a700193	443548051
1966	00001eb8	7864	3ddf10e3	1038029027
1967	00001ebc	7868	fff00093	4293918867
1968	00001ec0	7872	01f00113	32506131
1969	00001ec4	7876	00209f33	2137907
1970	00001ec8	7880	80000eb7	2147487415
1971	00001ecc	7884	1a800193	444596627
1972	00001ed0	7888	3bdf14e3	1004475619
1973	00001ed4	7892	212120b7	555819191
1974	00001ed8	7896	12108093	303071379
1975	00001edc	7900	00000113	 275
1976	00001ee0	7904	00209f33	2137907
1977	00001ee4	7908	21212eb7	555822775
1978	00001ee8	7912	121e8e93	303992467
1979	00001eec	7916	1a900193	445645203
1980	00001ef0	7920	39df14e3	970921187
1981	00001ef4	7924	212120b7	555819191
1982	00001ef8	7928	12108093	303071379
1983	00001efc	7932	00100113	1048851
1984	00001f00	7936	00209f33	2137907
1985	00001f04	7940	42424eb7	1111641783
1986	00001f08	7944	242e8e93	607030931
1987	00001f0c	7948	1aa00193	446693779
1988	00001f10	7952	37df14e3	937366755
1989	00001f14	7956	212120b7	555819191
1990	00001f18	7960	12108093	303071379
1991	00001f1c	7964	00700113	7340307
1992	00001f20	7968	00209f33	2137907
1993	00001f24	7972	90909eb7	2425396919
1994	00001f28	7976	080e8e93	135171731
1995	00001f2c	7980	1ab00193	447742355
1996	00001f30	7984	35df14e3	903812323
1997	00001f34	7988	212120b7	555819191
1998	00001f38	7992	12108093	303071379
1999	00001f3c	7996	00e00113	14680339
2000	00001f40	8000	00209f33	2137907
2001	00001f44	8004	48484eb7	1212698295
2002	00001f48	8008	1ac00193	448790931
2003	00001f4c	8012	33df16e3	870258403
2004	00001f50	8016	212120b7	555819191
2005	00001f54	8020	12108093	303071379
2006	00001f58	8024	01f00113	32506131
2007	00001f5c	8028	00209f33	2137907
2008	00001f60	8032	80000eb7	2147487415
2009	00001f64	8036	1ad00193	449839507
2010	00001f68	8040	31df18e3	836704483
2011	00001f6c	8044	212120b7	555819191
2012	00001f70	8048	12108093	303071379
2013	00001f74	8052	fc000113	4227858707
2014	00001f78	8056	00209f33	2137907
2015	00001f7c	8060	21212eb7	555822775
2016	00001f80	8064	121e8e93	303992467
2017	00001f84	8068	1ae00193	450888083
2018	00001f88	8072	2fdf18e3	803150051
2019	00001f8c	8076	212120b7	555819191
2020	00001f90	8080	12108093	303071379
2021	00001f94	8084	fc100113	4228907283
2022	00001f98	8088	00209f33	2137907
2023	00001f9c	8092	42424eb7	1111641783
2024	00001fa0	8096	242e8e93	607030931
2025	00001fa4	8100	1af00193	451936659
2026	00001fa8	8104	2ddf18e3	769595619
2027	00001fac	8108	212120b7	555819191
2028	00001fb0	8112	12108093	303071379
2029	00001fb4	8116	fc700113	4235198739
2030	00001fb8	8120	00209f33	2137907
2031	00001fbc	8124	90909eb7	2425396919
2032	00001fc0	8128	080e8e93	135171731
2033	00001fc4	8132	1b000193	452985235
2034	00001fc8	8136	2bdf18e3	736041187
2035	00001fcc	8140	212120b7	555819191
2036	00001fd0	8144	12108093	303071379
2037	00001fd4	8148	fce00113	4242538771
2038	00001fd8	8152	00209f33	2137907
2039	00001fdc	8156	48484eb7	1212698295
2040	00001fe0	8160	1b100193	454033811
2041	00001fe4	8164	29df1ae3	702487267
2042	00001fe8	8168	00100093	1048723
2043	00001fec	8172	00700113	7340307
2044	00001ff0	8176	002090b3	2134195
2045	00001ff4	8180	08000e93	134221459
2046	00001ff8	8184	1b600193	459276691
2047	00001ffc	8188	27d09ee3	667983587
2048	00002000	8192	00100093	1048723
2049	00002004	8196	00e00113	14680339
2050	00002008	8200	00209133	2134323
2051	0000200c	8204	00004eb7	20151
2052	00002010	8208	1b700193	460325267
2053	00002014	8212	27d112e3	668013283
2054	00002018	8216	00300093	3145875
2055	0000201c	8220	001090b3	1085619
2056	00002020	8224	01800e93	25169555
2057	00002024	8228	1b800193	461373843
2058	00002028	8232	25d098e3	634427619
2059	0000202c	8236	00000213	 531
2060	00002030	8240	00100093	1048723
2061	00002034	8244	00700113	7340307
2062	00002038	8248	00209f33	2137907
2063	0000203c	8252	000f0313	983827
2064	00002040	8256	00120213	1180179
2065	00002044	8260	00200293	2097811
2066	00002048	8264	fe5214e3	4266792163
2067	0000204c	8268	08000e93	134221459
2068	00002050	8272	1b900193	462422419
2069	00002054	8276	23d312e3	601035491
2070	00002058	8280	00000213	 531
2071	0000205c	8284	00100093	1048723
2072	00002060	8288	00e00113	14680339
2073	00002064	8292	00209f33	2137907
2074	00002068	8296	00000013	  19
2075	0000206c	8300	000f0313	983827
2076	00002070	8304	00120213	1180179
2077	00002074	8308	00200293	2097811
2078	00002078	8312	fe5212e3	4266791651
